BILLING_ID,COUPON_ID,DELIVERY_ID,TIP_DETAILS,PAYMENT_METHOD,TRANSACTION_STATUS,NET_TOTAL,CONVENIENCE_FEE,ORDER_DELIVERY_CHARGE,PAYMENT_TXN_ID,IS_BANK_DISCOUNT,SAVINGS_SHOWN_TO_CUSTOMER,TOTAL_TAX,ORDER_ID
193681612,90a719da-32ba-4db8-8dd8-df80977d0274,193681612,PRE_ORDER_TIPPING,Credit/Debit card,success,213.0000,0.0000,18.0000,93082512192,TRUE,TRUE,0,93082512192
155127777,2dbe194a-12b6-447f-b715-9b8f3669c42a,155127777,,Bank,success,224.0000,0.0000,0.0000,62165689557,FALSE,TRUE,15,62165689557
105098551,02c8f93e-55af-44b6-85d2-c42168a68797,105098551,,Cash,success,160.0000,0.0000,15.0000,67442533115,FALSE,TRUE,9,67442533115
105098551,2ee4d05f-89b8-4ce4-b52d-6537d655bbff,105098551,,Cash,success,197.0000,0.0000,15.0000,56466675782,FALSE,TRUE,12,56466675782
222593401,fa8bc9b3-81ef-4175-935a-aa20d831c803,222593401,PRE_ORDER_TIPPING,Credit/Debit card,success,384.0000,0.0000,16.0000,126006368540,FALSE,TRUE,18,126006368540
254424562,80948fc4-0bb3-4522-84bf-4fd08fb63692,254424562,PRE_ORDER_TIPPING,Credit/Debit card,success,243.0000,0.0000,19.0000,124112672283,FALSE,TRUE,12,124112672283
254424562,20bf7bda-8407-4381-86c6-47c6b107b538,254424562,PRE_ORDER_TIPPING,Credit/Debit card,success,379.0000,0.0000,19.0000,123956371241,FALSE,TRUE,0,123956371241
254424562,47f87852-cded-43ab-afa2-2f39b16d7234,254424562,PRE_ORDER_TIPPING,Credit/Debit card,success,84.0000,0.0000,19.0000,123934748586,FALSE,TRUE,0,123934748586
244152561,c8e3a894-2329-4446-8ddb-254a4db7d1da,244152561,PRE_ORDER_TIPPING,Cash,success,94.0000,0.0000,30.0000,121704431473,FALSE,TRUE,0,121704431473
247884727,cb69b7a9-c777-488e-9549-16aeb9029459,247884727,PRE_ORDER_TIPPING,Bank,success,110.0000,0.0000,22.0000,121616873371,FALSE,TRUE,6,121616873371
247884727,428288c5-7d67-42ad-ab86-1d9f7647fbf6,247884727,PRE_ORDER_TIPPING,Credit/Debit card,success,720.0000,0.0000,24.0000,121612352923,FALSE,,80,121612352923
247884727,1825f05a-527a-4682-9fe5-641a9721d318,247884727,PRE_ORDER_TIPPING,Credit/Debit card,success,280.0000,0.0000,19.0000,121532265953,FALSE,TRUE,17,121532265953
247884727,a7719115-3593-41fc-9b8d-c9e1e0018b08,247884727,PRE_ORDER_TIPPING,Credit/Debit card,success,107.0000,0.0000,19.0000,121506244300,FALSE,TRUE,4,121506244300
247884727,87be6a80-2105-4dfe-b8e6-065e116a812c,247884727,PRE_ORDER_TIPPING,Bank,success,128.0000,0.0000,22.0000,121425183457,FALSE,TRUE,6,121425183457
247884727,a5222929-df01-4716-a238-335ccd60631b,247884727,PRE_ORDER_TIPPING,Bank,success,85.0000,0.0000,22.0000,121364012208,FALSE,TRUE,0,121364012208
247884727,e3d43f6b-8ce5-41e4-8333-c8a0896142a0,247884727,PRE_ORDER_TIPPING,Bank,success,165.0000,0.0000,34.0000,121333501505,FALSE,TRUE,7,121333501505
247521196,ed81b025-7172-4511-93f1-cb6aa5881ea4,247521196,PRE_ORDER_TIPPING,Bank,success,107.0000,0.0000,44.0000,121174482969,FALSE,TRUE,0,121174482969
244152561,4fe2c86a-b706-465c-8ff5-feabf2ceb919,244152561,PRE_ORDER_TIPPING,Cash,success,137.0000,0.0000,32.0000,120218129104,FALSE,TRUE,0,120218129104
244152561,7976b4d0-0ab7-4886-a5e4-c6c7c2f88742,244152561,PRE_ORDER_TIPPING,Credit/Debit card,success,232.0000,0.0000,0.0000,120061345598,FALSE,TRUE,12,120061345598
244152561,64774725-7f2d-47d0-84f6-998e5f4d1a5c,244152561,PRE_ORDER_TIPPING,Bank,success,160.0000,0.0000,0.0000,119978331737,FALSE,TRUE,0,119978331737
244152561,64774725-7f2d-47d0-84f6-998e5f4d1a5c,244152561,PRE_ORDER_TIPPING,Bank,refund-initiated,82.0000,0.0000,30.0000,119978130266,FALSE,,0,119978130266
244152561,42899fb1-40fb-4a90-891d-088f7046993e,244152561,PRE_ORDER_TIPPING,Cash,refund-initiated,160.0000,0.0000,0.0000,119977898575,FALSE,,0,119977898575
244152561,bf2fac43-c271-4647-8b77-2c11e05327a0,244152561,PRE_ORDER_TIPPING,Cash,success,64.0000,0.0000,0.0000,119784461479,FALSE,TRUE,0,119784461479
244152561,9cfcab2a-51e3-46ea-b201-7bde51fac390,244152561,PRE_ORDER_TIPPING,Bank,success,64.0000,0.0000,0.0000,119784325149,FALSE,TRUE,0,119784325149
232958056,3b8d2f18-c7e9-4243-ae65-c587da59c155,232958056,PRE_ORDER_TIPPING,Cash,success,64.0000,0.0000,0.0000,119718214391,FALSE,TRUE,0,119718214391
232958056,ef76a9e9-932c-444b-a390-6e9157386a61,232958056,PRE_ORDER_TIPPING,Cash,success,95.0000,0.0000,0.0000,119598556755,FALSE,TRUE,0,119598556755
232958056,bf2fac43-c271-4647-8b77-2c11e05327a0,232958056,PRE_ORDER_TIPPING,Cash,success,109.0000,0.0000,0.0000,119372353559,FALSE,TRUE,0,119372353559
232958056,7073d9f3-5c14-4572-a159-7f00e81ae0c2,232958056,PRE_ORDER_TIPPING,Bank,success,80.0000,0.0000,0.0000,119282767209,FALSE,TRUE,0,119282767209
232958056,88c6a65b-1dad-427b-b313-53b0b25654cc,232958056,PRE_ORDER_TIPPING,Credit/Debit card,success,115.0000,0.0000,0.0000,118947800182,FALSE,TRUE,0,118947800182
232958056,d6457c78-026a-4bf6-be87-cb8069270e1c,232958056,PRE_ORDER_TIPPING,Bank,success,90.0000,0.0000,0.0000,118670163045,FALSE,TRUE,5,118670163045
231148086,b4af3746-a8f5-4926-9a01-e650678619e9,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,168.0000,0.0000,0.0000,118473910557,FALSE,TRUE,8,118473910557
231148086,e336738c-d65b-4828-89ec-ad87fc2d4260,231148086,PRE_ORDER_TIPPING,Bank,success,115.0000,0.0000,0.0000,118348968288,FALSE,TRUE,0,118348968288
231148086,cb9c74e8-5753-4c19-a930-db15c71c94f2,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,139.0000,0.0000,0.0000,118173803308,FALSE,TRUE,20,118173803308
231148086,4b14a7db-7ab2-4ea0-a3bc-ae1bb7c40c57,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,128.0000,0.0000,0.0000,118171376532,FALSE,TRUE,8,118171376532
231148086,f0de3b6e-f8d8-427e-93ce-a655a0724a91,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,300.0000,0.0000,0.0000,117985351963,TRUE,TRUE,18,117985351963
232958056,068c1430-ed4f-48bc-8495-302ce9734137,232958056,PRE_ORDER_TIPPING,Cash,success,90.0000,0.0000,0.0000,117792312670,FALSE,TRUE,5,117792312670
231148086,a4e62c4d-7cac-41b0-9e3d-adf94bc3059a,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,486.0000,0.0000,0.0000,117406417303,FALSE,TRUE,14,117406417303
231148086,bcf996b9-83c9-4d61-9da6-425b133b0278,231148086,PRE_ORDER_TIPPING,Bank,success,122.0000,0.0000,65.0000,117389999675,FALSE,TRUE,9,117389999675
231148086,9c28829c-77ef-4c5c-8ecb-1c97f3ee07f7,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,287.0000,0.0000,0.0000,117231089786,FALSE,TRUE,14,117231089786
231148086,9c28829c-77ef-4c5c-8ecb-1c97f3ee07f7,231148086,PRE_ORDER_TIPPING,Credit/Debit card,refund-initiated,156.0000,0.0000,0.0000,117230653053,FALSE,,7,117230653053
231148086,13bed429-3104-465d-92c4-bbc5a86aecf7,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,106.0000,0.0000,0.0000,116964252880,FALSE,TRUE,6,116964252880
231148086,113d7c4a-5591-4e99-8793-d896fc08f273,231148086,PRE_ORDER_TIPPING,Bank,success,72.0000,0.0000,0.0000,116847379533,FALSE,TRUE,4,116847379533
231148086,251ccb1d-a0f2-44a4-b375-6c7b03075ac6,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,243.0000,0.0000,0.0000,116789798008,FALSE,TRUE,13,116789798008
231148086,58c16b51-6ce0-48f6-94d9-9ab76549eded,231148086,PRE_ORDER_TIPPING,Bank,success,77.0000,0.0000,0.0000,116699214719,FALSE,TRUE,5,116699214719
231148086,84e61df2-72a2-42ee-a144-332bd961659c,231148086,PRE_ORDER_TIPPING,Credit/Debit card,success,99.0000,0.0000,0.0000,116693208966,FALSE,TRUE,0,116693208966
231148086,a3f994bb-7a4e-439d-8f86-718f858c00c4,231148086,PRE_ORDER_TIPPING,Bank,refund-initiated,99.0000,0.0000,0.0000,116690885396,FALSE,,0,116690885396
231148086,1db0ad3f-7639-4912-843e-7b2a77cd81a4,231148086,PRE_ORDER_TIPPING,Bank,success,270.0000,0.0000,0.0000,116096493554,FALSE,TRUE,15,116096493554
231148086,c48e82a3-2af8-42ff-bfd8-15f67f58d84c,231148086,PRE_ORDER_TIPPING,Bank,success,78.0000,0.0000,0.0000,115661347177,FALSE,TRUE,0,115661347177
231148086,056840bd-628f-4062-b069-4decedec2687,231148086,,Bank,success,108.0000,0.0000,0.0000,115570406981,FALSE,TRUE,6,115570406981
231148086,be3f64c7-1892-46b6-a05f-13b4133d2227,231148086,PRE_ORDER_TIPPING,Bank,success,85.0000,0.0000,0.0000,115063271046,FALSE,TRUE,0,115063271046
232958056,8eb75b02-f3fa-41a3-a437-192c619c2648,232958056,PRE_ORDER_TIPPING,Bank,success,102.0000,0.0000,0.0000,115049313748,FALSE,TRUE,0,115049313748
231716015,03fede55-8bf2-40a6-b3f4-44636195d812,231716015,PRE_ORDER_TIPPING,Bank,success,138.0000,0.0000,0.0000,114978647403,FALSE,TRUE,8,114978647403
231148086,5e3f007c-1a75-4c0f-aa3e-e8cdff98db3a,231148086,PRE_ORDER_TIPPING,Bank,success,195.0000,0.0000,0.0000,114809706653,FALSE,TRUE,0,114809706653
231148086,63aed36e-cb9a-49a3-a0e5-f15d610ff8ec,231148086,PRE_ORDER_TIPPING,Bank,success,335.0000,0.0000,0.0000,114774610891,FALSE,TRUE,18,114774610891
231148086,05fdaaa7-a6d1-4d17-9b8b-e7189b9d9ecd,231148086,PRE_ORDER_TIPPING,AmazonPay,success,489.0000,0.0000,0.0000,114718269226,FALSE,TRUE,15,114718269226
231148086,bd030fb4-acca-462f-b330-b1906334602e,231148086,PRE_ORDER_TIPPING,Bank,success,190.0000,10.0000,50.0000,114460809672,FALSE,TRUE,24,114460809672
231148086,d839158b-130e-4535-b225-12c54a315083,231148086,PRE_ORDER_TIPPING,AmazonPay,success,370.0000,0.0000,35.0000,114195794884,FALSE,TRUE,18,114195794884
222877432,dbb4ad8c-5343-4173-97b9-0a133211dd1d,222877432,PRE_ORDER_TIPPING,AmazonPay,refund-initiated,241.0000,0.0000,19.0000,110736705159,FALSE,,12,110736705159
222877432,58412b15-008f-499d-a1ee-c7224bf5bf89,222877432,PRE_ORDER_TIPPING,AmazonPay,success,99.0000,0.0000,24.0000,110623975905,FALSE,TRUE,0,110623975905
222593401,5f93954d-adc1-4932-95cb-5e13a70de835,222593401,PRE_ORDER_TIPPING,AmazonPay,success,319.0000,10.0000,19.0000,110478505005,FALSE,TRUE,12,110478505005
222877432,5d88e6c9-afca-4718-9ea7-ef082de572ea,222877432,PRE_ORDER_TIPPING,AmazonPay,success,239.0000,0.0000,19.0000,110389855933,FALSE,TRUE,0,110389855933
149673987,d04e98a1-13bb-4216-8604-b360564f1c10,149673987,,Bank,success,258.0000,0.0000,10.0000,60115004244,FALSE,TRUE,13,60115004244
244077929,96f65bf5-9ff1-499d-9502-091da6ccf173,244077929,PRE_ORDER_TIPPING,Bank,success,430.0000,0.0000,37.0000,119728412440,FALSE,TRUE,63,119728412440
242392648,d000c38b-93b3-4031-a4d3-f0983573ce58,242392648,PRE_ORDER_TIPPING,Bank,success,410.0000,0.0000,29.0000,119039251327,FALSE,TRUE,21,119039251327
224678744,8ce04dd3-d2d2-463b-bd6d-9bca5eebd1ff,224678744,PRE_ORDER_TIPPING,Cash,refund-initiated,102.0000,0.0000,29.0000,111312638722,FALSE,,5,111312638722
56378909,bc51e6a9-dc84-4b94-8d04-11335eed36e9,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,180.0000,0.0000,28.0000,126109286763,FALSE,TRUE,8,126109286763
56378909,eddb1c05-cd1f-4621-bec8-a32864129ed0,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,244.0000,0.0000,34.0000,125838038420,FALSE,TRUE,11,125838038420
56378909,2161911a-71cf-4497-bc4a-c6630771d0bc,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,760.0000,0.0000,34.0000,125324171520,TRUE,TRUE,84,125324171520
56378909,44f16e11-bb76-4fea-8367-752260633fbd,56378909,PRE_ORDER_TIPPING,Bank,refund-initiated,531.0000,0.0000,34.0000,125311047331,FALSE,,24,125311047331
56378909,5642189f-172f-4719-b4c3-a91fb3f1b3bf,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,514.0000,0.0000,28.0000,124975193569,FALSE,TRUE,77,124975193569
255879163,da94d08d-cec7-4d26-9187-a6081454b9b1,255879163,PRE_ORDER_TIPPING,Credit/Debit card,success,211.0000,0.0000,28.0000,124381709923,FALSE,TRUE,10,124381709923
56378909,43f159a0-27e4-42fd-8307-0d10f5ee8897,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,110.0000,0.0000,28.0000,121706467731,FALSE,TRUE,5,121706467731
56378909,5ecca43e-b3ce-4dcd-ab26-a84a4fc48d84,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,152.0000,0.0000,28.0000,121531399718,FALSE,TRUE,7,121531399718
56378909,a59f9be3-74b8-4174-9d9e-f883b3346015,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,271.0000,0.0000,28.0000,121342158540,FALSE,TRUE,13,121342158540
56378909,232ed647-827c-4230-985a-9034474168b6,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,286.0000,0.0000,38.0000,121272675125,FALSE,TRUE,12,121272675125
56378909,6c7eded9-4121-4862-b35d-0b19baa78dd6,56378909,PRE_ORDER_TIPPING,Bank,success,281.0000,0.0000,38.0000,121014646766,FALSE,TRUE,14,121014646766
56378909,c9a19e4f-af62-439e-9c59-c30793fbc772,56378909,PRE_ORDER_TIPPING,Bank,success,271.0000,0.0000,28.0000,120820929466,FALSE,TRUE,13,120820929466
56378909,af65f3c9-c32c-47ea-800f-20a3130d39d6,56378909,PRE_ORDER_TIPPING,Bank,success,215.0000,0.0000,28.0000,120753985139,FALSE,TRUE,9,120753985139
246426718,a7a2221c-4ba1-4bb1-8ed2-7fc549b61a3e,246426718,PRE_ORDER_TIPPING,Bank,success,159.0000,0.0000,24.0000,120714351853,FALSE,TRUE,8,120714351853
56378909,8096da80-f250-4854-8984-17a86892fe1f,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,211.0000,0.0000,28.0000,120408845302,FALSE,TRUE,10,120408845302
56378909,829a6527-a7c8-4f0b-9e91-52198fb555d0,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,211.0000,0.0000,28.0000,120142050920,FALSE,TRUE,0,120142050920
56378909,c54bc900-bba0-472a-a90b-b43f20206a10,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,124.0000,0.0000,28.0000,120129555803,FALSE,TRUE,6,120129555803
56378909,8096da80-f250-4854-8984-17a86892fe1f,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,249.0000,0.0000,28.0000,119430933926,FALSE,TRUE,13,119430933926
56378909,47cb39c9-90dc-4dd5-aafd-62c130d8d95a,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,545.0000,0.0000,28.0000,119025046206,FALSE,TRUE,26,119025046206
56378909,b20b7231-5b9b-4b2e-9422-bd88008beb70,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,234.0000,0.0000,28.0000,118678343206,FALSE,TRUE,0,118678343206
238597284,cda4c0f4-b9c1-472d-a196-c977726a4943,238597284,PRE_ORDER_TIPPING,Credit/Debit card,success,234.0000,0.0000,25.0000,117519569359,FALSE,TRUE,11,117519569359
56378909,e7583c22-8c4a-46b3-b531-7a3de35feaa4,56378909,PRE_ORDER_TIPPING,Bank,success,163.0000,0.0000,28.0000,116778597931,FALSE,TRUE,7,116778597931
236399781,e1f092cb-430a-42e8-8802-8d704039dd96,236399781,PRE_ORDER_TIPPING,Credit/Debit card,success,147.0000,0.0000,26.0000,116588686702,FALSE,TRUE,8,116588686702
56378909,d9dac219-d38c-4e63-92cb-f9abe57e9295,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,380.0000,0.0000,48.0000,116342219755,TRUE,TRUE,17,116342219755
56378909,90102fcc-88b3-4617-8c43-c62c00f608fe,56378909,PRE_ORDER_TIPPING,Bank,success,196.0000,0.0000,26.0000,115474876026,FALSE,TRUE,10,115474876026
56378909,82b84bd5-fce3-417b-add3-c56dc26fc1a9,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,176.0000,0.0000,26.0000,114939320351,FALSE,TRUE,10,114939320351
155423134,3877bda4-b778-4d83-9d65-d046f78f42d2,155423134,PRE_ORDER_TIPPING,Credit/Debit card,success,223.0000,0.0000,38.0000,114612444611,FALSE,TRUE,9,114612444611
56378909,3877bda4-b778-4d83-9d65-d046f78f42d2,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,176.0000,0.0000,40.0000,114447493982,FALSE,TRUE,7,114447493982
56378909,1f645dd5-8837-4df6-87d6-6a46b9e68488,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,319.0000,0.0000,38.0000,114441970293,FALSE,TRUE,14,114441970293
155423134,99b35a4a-ae2a-4d39-a8b6-c59cba495794,155423134,PRE_ORDER_TIPPING,Bank,success,118.0000,0.0000,38.0000,111674516203,FALSE,TRUE,5,111674516203
56378909,422c4153-493e-4ce9-b15b-6c673d149d46,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,200.0000,0.0000,40.0000,109259376269,FALSE,TRUE,7,109259376269
155423134,17227d60-c8f4-495f-a062-2acad8208dd4,155423134,PRE_ORDER_TIPPING,Credit/Debit card,success,506.0000,0.0000,28.0000,109006884612,FALSE,TRUE,25,109006884612
56378909,53294505-eaa5-4b86-a72a-8ca65890b949,56378909,PRE_ORDER_TIPPING,Credit/Debit card,success,248.0000,0.0000,67.0000,108918711712,FALSE,TRUE,10,108918711712
